plant       ,year        ,productivity
32210461.,81.000000,19.538121
32210461.,82.000000,17.920984
32210461.,83.000000,23.286248
32210464.,81.000000,36.262193
32210464.,91.000000,16.362491
32210465.,87.000000,43.641256
32210465.,88.000000,41.871449
32210465.,89.000000,44.445071
32210465.,90.000000,34.927314
32210465.,91.000000,41.529636
32210475.,81.000000,16.791901
32210477.,81.000000,21.212906
32210477.,82.000000,20.839706
32210477.,86.000000,20.241068
32210477.,87.000000,21.163167
32210477.,88.000000,20.585239
32210477.,89.000000,21.348336
32210478.,87.000000,17.621466
32210478.,88.000000,21.243918
32210478.,89.000000,21.602523
32210478.,90.000000,18.875345
32210478.,91.000000,19.613740
32210510.,82.000000,26.220239
32210513.,81.000000,23.383434
32210533.,81.000000,30.611042
32210533.,82.000000,25.614883
32210533.,83.000000,27.340515
32210533.,88.000000,33.083276
32210533.,89.000000,42.238980
32210533.,90.000000,30.643267
32210567.,84.000000,1.9575968
32210567.,85.000000,14.564714
32210567.,86.000000,17.710659
32210567.,87.000000,4.1313377
32210568.,81.000000,29.290363
32210568.,82.000000,32.787269
32210568.,83.000000,28.047821
32210568.,84.000000,26.602689
32210568.,85.000000,29.143478
32210568.,86.000000,26.273227
32210568.,87.000000,33.236980
32210568.,88.000000,24.350097
32210568.,89.000000,9.6971272
32210569.,81.000000,32.886756
32210569.,82.000000,26.173710
32210569.,83.000000,33.885497
32210569.,84.000000,24.888195
32210569.,85.000000,24.158769
32210569.,86.000000,25.435689
32210569.,87.000000,24.110220
32210569.,88.000000,24.355417
32210569.,89.000000,22.483510
32210569.,90.000000,22.103736
32210569.,91.000000,22.905868
32210570.,81.000000,78.033147
32210570.,82.000000,70.960292
32210570.,83.000000,64.811615
32210570.,84.000000,78.622518
32210570.,85.000000,85.347243
32210570.,86.000000,77.352592
32210570.,87.000000,74.414446
32210570.,88.000000,78.472124
32210570.,89.000000,86.452252
32210570.,90.000000,105.89418
32210570.,91.000000,111.16401
32210571.,81.000000,55.383366
32210571.,82.000000,49.502770
32210571.,83.000000,48.067155
32210571.,84.000000,57.231436
32210571.,85.000000,52.022254
32210571.,86.000000,50.821810
32210571.,87.000000,49.508449
32210571.,88.000000,61.288975
32210571.,89.000000,60.206260
32210571.,90.000000,50.945984
32210571.,91.000000,53.394228
32210572.,81.000000,37.441062
32210572.,82.000000,32.140547
32210572.,83.000000,27.753858
32210572.,84.000000,29.499869
32210572.,85.000000,21.714278
32210572.,86.000000,35.457242
32210572.,87.000000,37.809502
32210572.,88.000000,41.071263
32210572.,89.000000,39.892342
32210572.,90.000000,46.429923
32210572.,91.000000,32.636722
32210573.,81.000000,36.590210
32210573.,82.000000,23.553516
32210573.,83.000000,21.207392
32210573.,84.000000,23.010955
32210573.,85.000000,19.441389
32210573.,86.000000,16.837759
32210573.,87.000000,16.345313
32210573.,88.000000,16.813343
32210573.,89.000000,20.944957
32210573.,90.000000,20.460027
32210573.,91.000000,18.841333
32210574.,81.000000,13.413519
32210574.,82.000000,11.731747
32210574.,83.000000,11.693414
32210574.,84.000000,13.313593
32210574.,85.000000,12.222185
32210574.,86.000000,10.996911
32210574.,87.000000,9.1579811
