plant          ,year           ,CD-productivity
10912.000,86.000000,28.124013
10912.000,87.000000,27.204714
10912.000,88.000000,34.707041
10912.000,89.000000,34.720649
10912.000,90.000000,41.373401
10912.000,91.000000,32.847032
10915.000,87.000000,28.326160
10915.000,88.000000,18.789485
10915.000,89.000000,18.988323
10915.000,90.000000,19.875065
10915.000,91.000000,22.882193
10926.000,81.000000,17.091041
10926.000,82.000000,16.914746
10926.000,83.000000,12.879579
10926.000,84.000000,18.457801
10926.000,85.000000,16.966613
10926.000,86.000000,17.179575
10926.000,87.000000,18.415438
10926.000,88.000000,18.534670
10926.000,89.000000,20.523181
10926.000,90.000000,15.933547
10926.000,91.000000,18.712486
10927.000,81.000000,28.360879
10927.000,82.000000,23.948423
10927.000,83.000000,19.391409
10927.000,84.000000,18.262427
10927.000,85.000000,23.762654
10927.000,86.000000,32.387190
10927.000,87.000000,37.303901
10927.000,88.000000,31.905934
10927.000,89.000000,31.412188
10927.000,90.000000,27.364988
10927.000,91.000000,24.745596
10928.000,81.000000,31.523739
10928.000,82.000000,29.530529
10928.000,83.000000,27.459311
10928.000,84.000000,26.313916
10928.000,85.000000,31.467710
10928.000,86.000000,33.170870
10929.000,81.000000,24.099018
10929.000,82.000000,30.311836
10929.000,83.000000,32.669961
10929.000,84.000000,25.239760
10929.000,85.000000,20.033436
10929.000,86.000000,23.038826
10929.000,87.000000,20.926030
10929.000,88.000000,23.562538
10929.000,89.000000,25.931541
10929.000,90.000000,43.481969
10929.000,91.000000,28.475274
10930.000,84.000000,29.905134
10930.000,85.000000,32.940276
10930.000,86.000000,31.801518
10930.000,87.000000,32.117814
10930.000,88.000000,26.741594
10930.000,89.000000,28.800582
10930.000,91.000000,27.847894
10931.000,81.000000,26.487489
10931.000,82.000000,19.602904
10931.000,83.000000,15.548033
10931.000,84.000000,18.904496
10931.000,85.000000,17.350010
10931.000,86.000000,18.783401
10931.000,87.000000,16.012728
10931.000,88.000000,17.744696
10931.000,89.000000,17.707365
10931.000,90.000000,18.487120
10932.000,81.000000,28.431730
10932.000,82.000000,30.866162
10932.000,83.000000,37.083025
10932.000,84.000000,25.535457
10932.000,85.000000,25.724554
10932.000,86.000000,23.439767
10932.000,87.000000,26.690180
10932.000,88.000000,21.447086
10933.000,81.000000,23.143667
10933.000,82.000000,19.743977
10933.000,83.000000,16.875719
10933.000,84.000000,20.271891
10933.000,85.000000,17.770257
10933.000,86.000000,18.935031
10933.000,87.000000,23.278226
10933.000,88.000000,22.537461
10933.000,89.000000,21.116158
10933.000,90.000000,19.220965
10933.000,91.000000,20.450816
10934.000,81.000000,24.966522
10934.000,82.000000,22.888174
10934.000,83.000000,22.746907
10934.000,84.000000,22.366066
10934.000,85.000000,26.377877
10934.000,86.000000,28.643892
10934.000,87.000000,26.085430
10934.000,88.000000,24.360167
10934.000,89.000000,27.861341
10934.000,90.000000,31.050036
10934.000,91.000000,33.101294
10935.000,81.000000,32.271988
10935.000,82.000000,24.982126
10935.000,83.000000,29.128205
10935.000,84.000000,25.038491
10935.000,85.000000,25.579563
10935.000,86.000000,31.455866
10935.000,87.000000,30.948884
10935.000,88.000000,25.370155
10935.000,89.000000,18.293214
10935.000,90.000000,21.866770
10935.000,91.000000,45.182230
10936.000,81.000000,34.027963
10936.000,82.000000,32.252364
10936.000,83.000000,32.659158
10936.000,84.000000,25.533814
10936.000,85.000000,24.413447
10936.000,86.000000,18.993284
10936.000,87.000000,20.054041
10936.000,88.000000,18.257011
10936.000,89.000000,22.366588
10936.000,90.000000,28.990297
10937.000,81.000000,17.385049
10937.000,82.000000,19.995358
10937.000,83.000000,18.139081
10937.000,84.000000,15.872560
10937.000,85.000000,16.915070
10937.000,86.000000,12.257203
10937.000,87.000000,12.390109
10937.000,88.000000,12.601173
10937.000,89.000000,14.986183
10937.000,90.000000,15.692778
10937.000,91.000000,15.034601
10938.000,81.000000,35.076334
10938.000,82.000000,27.235272
10938.000,83.000000,20.473698
10938.000,84.000000,25.481081
10938.000,85.000000,22.256315
10938.000,86.000000,24.520110
10938.000,87.000000,18.525349
10938.000,88.000000,12.378402
10939.000,81.000000,23.243942
10939.000,82.000000,21.856193
10939.000,83.000000,23.269207
10939.000,84.000000,20.918927
10939.000,85.000000,18.274986
10939.000,86.000000,20.730950
10939.000,87.000000,14.691154
10939.000,88.000000,18.664197
10939.000,89.000000,16.414980
