plant          ,year           ,CD-productivity
10313.000,87.000000,100.67710
10808.000,81.000000,99.562621
10808.000,82.000000,184.18086
10808.000,83.000000,134.45226
10808.000,84.000000,138.08020
10808.000,85.000000,91.886402
10808.000,86.000000,87.669494
10808.000,87.000000,92.039990
10808.000,88.000000,78.171966
10808.000,89.000000,87.532574
10808.000,90.000000,94.969544
10808.000,91.000000,101.92903
10809.000,81.000000,213.14495
10809.000,82.000000,185.32876
10809.000,83.000000,154.25020
10809.000,84.000000,152.83457
10809.000,85.000000,140.71501
10809.000,86.000000,127.27442
10810.000,81.000000,130.77571
10810.000,82.000000,125.94471
10810.000,83.000000,134.26959
10810.000,84.000000,113.31488
10810.000,85.000000,145.14640
10810.000,86.000000,135.09014
10810.000,87.000000,150.30128
10810.000,88.000000,208.82879
10810.000,89.000000,137.24352
10810.000,90.000000,116.90576
10810.000,91.000000,112.60110
10811.000,81.000000,185.21896
10811.000,82.000000,145.02991
10811.000,83.000000,165.50810
10811.000,84.000000,183.80989
10811.000,85.000000,150.92840
10811.000,86.000000,228.24468
10811.000,87.000000,192.17053
10812.000,83.000000,171.74743
10812.000,84.000000,206.88380
10812.000,85.000000,145.05676
10812.000,86.000000,137.10174
10812.000,87.000000,152.07232
10812.000,88.000000,165.06266
10813.000,81.000000,350.81798
10813.000,82.000000,340.72635
10813.000,83.000000,331.74040
10813.000,84.000000,340.86056
10813.000,85.000000,383.39422
10813.000,86.000000,440.15999
10813.000,87.000000,381.82226
10813.000,88.000000,427.10489
10813.000,89.000000,451.56352
10813.000,90.000000,406.88046
10813.000,91.000000,441.22856
10814.000,81.000000,224.54173
10814.000,82.000000,194.69211
10814.000,83.000000,174.79680
10814.000,84.000000,194.31720
10814.000,85.000000,201.44253
10814.000,86.000000,200.50310
10814.000,87.000000,152.58337
10815.000,81.000000,308.79630
10815.000,82.000000,304.23170
10815.000,83.000000,251.09854
10815.000,84.000000,226.58766
10815.000,85.000000,196.57718
10815.000,86.000000,187.82783
10815.000,87.000000,176.49055
10815.000,88.000000,193.24200
10815.000,89.000000,174.05572
10815.000,90.000000,184.71855
10815.000,91.000000,200.03737
10816.000,82.000000,191.63277
10816.000,83.000000,334.33733
10816.000,84.000000,388.24363
10816.000,85.000000,191.24288
10816.000,86.000000,199.24349
10816.000,87.000000,145.29362
10816.000,88.000000,175.15598
10816.000,89.000000,484.41108
10816.000,90.000000,480.64317
10816.000,91.000000,462.31463
10818.000,81.000000,408.57642
10818.000,82.000000,495.32420
10818.000,83.000000,475.35686
10818.000,84.000000,379.85974
10818.000,85.000000,286.31187
10818.000,86.000000,278.74951
10818.000,87.000000,306.00592
10818.000,88.000000,333.86102
10818.000,89.000000,205.42717
10818.000,90.000000,224.18823
10818.000,91.000000,174.88727
10819.000,81.000000,420.80179
10819.000,82.000000,368.46484
10819.000,83.000000,321.68226
10819.000,84.000000,302.83671
10819.000,85.000000,188.77105
