plant       ,year        ,productivity
38110250.,81.000000,76.447594
38110732.,89.000000,74.544780
38110732.,90.000000,77.499267
38110962.,82.000000,66.518897
38110962.,83.000000,55.602707
38111192.,81.000000,89.168919
38111195.,81.000000,60.900566
38111195.,83.000000,62.977809
38111214.,81.000000,49.915122
38111214.,82.000000,56.804718
38111214.,83.000000,58.011153
38111222.,86.000000,67.018059
38111222.,87.000000,64.970321
38111394.,86.000000,86.977934
38111394.,88.000000,69.307862
38111394.,89.000000,78.120364
38111394.,90.000000,81.178562
38111394.,91.000000,66.523378
38111407.,81.000000,70.965836
38111407.,82.000000,68.030197
38111407.,83.000000,56.627778
38111407.,84.000000,63.317943
38111407.,85.000000,64.395872
38111407.,86.000000,63.575132
38111407.,87.000000,68.338862
38111407.,88.000000,75.119309
38111407.,89.000000,72.803330
38111407.,90.000000,78.073377
38111407.,91.000000,73.037074
38111408.,81.000000,56.456685
38111408.,82.000000,59.237450
38111408.,83.000000,57.505035
38111408.,84.000000,56.838599
38111408.,85.000000,56.424836
38111408.,86.000000,54.603331
38111408.,87.000000,53.211150
38111408.,88.000000,56.897156
38111408.,89.000000,55.136662
38111408.,90.000000,76.685151
38111408.,91.000000,58.045012
38111409.,81.000000,66.424820
38111409.,82.000000,57.959340
38111409.,83.000000,55.489710
38111409.,84.000000,56.586152
38111409.,85.000000,64.662003
38111409.,86.000000,66.489999
38111409.,87.000000,61.148552
38111409.,88.000000,63.146155
38111409.,89.000000,62.305410
38111410.,81.000000,77.311897
38111410.,82.000000,82.446467
38111410.,83.000000,71.822767
38111410.,84.000000,65.780387
38111410.,85.000000,75.298901
38111410.,86.000000,82.659426
38111410.,87.000000,85.561747
38111410.,88.000000,88.682355
38111410.,89.000000,97.231992
38111410.,90.000000,94.184753
38111410.,91.000000,95.160426
38111411.,81.000000,98.044112
38111411.,82.000000,97.427575
38111411.,83.000000,94.464870
38111411.,84.000000,116.43766
38111411.,85.000000,93.889964
38111411.,86.000000,103.72322
38111411.,87.000000,97.757645
38111411.,88.000000,105.31841
38111411.,89.000000,111.13900
38111411.,90.000000,104.49968
38111411.,91.000000,96.693649
38111412.,81.000000,87.602388
38111412.,82.000000,81.432714
38111412.,83.000000,72.818683
38111412.,84.000000,75.925108
38111412.,85.000000,72.092288
38111412.,86.000000,85.241463
38111412.,87.000000,84.564600
38111412.,88.000000,82.939624
38111412.,89.000000,74.336251
38111412.,90.000000,64.078957
38111412.,91.000000,69.216514
38111413.,81.000000,57.633947
38111413.,82.000000,62.905493
38111413.,83.000000,86.723047
38111413.,84.000000,86.399033
38111413.,85.000000,95.997225
38111413.,86.000000,86.230594
38111413.,87.000000,93.647505
38111413.,88.000000,89.979048
38111413.,89.000000,91.105012
38111413.,90.000000,76.626056
38111413.,91.000000,81.996421
38111414.,81.000000,64.381824
38111414.,82.000000,83.417774
38111414.,83.000000,75.352445
38111414.,84.000000,59.432647
38111414.,85.000000,75.606213
38111414.,86.000000,66.551439
38111414.,87.000000,61.782140
38111414.,88.000000,67.867793
38111414.,89.000000,63.094764
38111414.,90.000000,60.819646
38111414.,91.000000,58.448975
38111415.,83.000000,96.126943
38111415.,84.000000,72.414517
38111415.,85.000000,99.889048
38111415.,87.000000,83.796010
38111415.,88.000000,91.282443
38111415.,89.000000,85.567820
38111415.,90.000000,95.449879
38111415.,91.000000,98.148811
38111416.,81.000000,76.166678
38111416.,82.000000,76.314357
38111416.,83.000000,79.025604
38111416.,84.000000,67.194397
38111416.,85.000000,70.577534
38111416.,86.000000,70.496051
38111416.,87.000000,77.690671
38111416.,88.000000,83.029284
38111416.,89.000000,67.156821
38111416.,90.000000,85.953978
38111416.,91.000000,85.410177
38111417.,81.000000,89.620024
38111417.,82.000000,66.315183
