plant          ,year           ,CD-productivity
35110258.,89.000000,4.4936218
35110965.,81.000000,7.6991881
35110965.,82.000000,5.0718211
35110965.,83.000000,6.0596822
35110965.,84.000000,5.1612260
35110965.,85.000000,5.2962809
35110966.,81.000000,6.5295921
35110966.,82.000000,5.0318914
35110966.,83.000000,5.4708373
35110966.,84.000000,6.6437986
35110966.,85.000000,5.0190379
35110967.,81.000000,2.4733760
35110967.,82.000000,6.5913266
35110967.,83.000000,3.3715582
35110967.,84.000000,3.8462829
35110967.,85.000000,3.4086496
35110968.,81.000000,4.5592019
35110968.,82.000000,7.0248664
35110968.,83.000000,5.5526439
35110968.,84.000000,6.0691234
35110968.,85.000000,4.9735531
35110968.,86.000000,4.6366869
35110968.,87.000000,5.5269130
35110968.,88.000000,4.7075508
35110968.,89.000000,5.6577981
35110968.,90.000000,5.4870813
35110968.,91.000000,5.7236112
35110969.,81.000000,5.3273484
35110969.,82.000000,4.4349996
35110969.,83.000000,5.1903515
35110969.,84.000000,4.8985549
35110969.,85.000000,5.6137786
35110971.,81.000000,5.0020919
35110971.,84.000000,5.4411049
35110971.,85.000000,5.1990472
35110971.,86.000000,4.7135944
35110972.,81.000000,14.177438
35110972.,82.000000,9.8460583
35110972.,83.000000,2.3550199
35110972.,84.000000,5.8777383
35110972.,85.000000,7.1354252
35110973.,81.000000,7.0360524
35110973.,82.000000,7.5261486
35110973.,83.000000,5.3532459
35110973.,84.000000,4.5002821
35110973.,85.000000,4.3945362
35110973.,86.000000,5.0908471
35110973.,87.000000,5.5556741
35110973.,88.000000,4.4769337
35110973.,89.000000,4.7899336
35110973.,90.000000,4.8154282
35110973.,91.000000,5.4739259
35110974.,81.000000,3.3707985
35110974.,82.000000,4.0716312
35110974.,83.000000,5.0925959
35110974.,84.000000,5.7191294
35110974.,85.000000,5.6168482
35110974.,86.000000,4.6293848
35110974.,87.000000,4.5487138
35110974.,88.000000,4.9517310
35110974.,89.000000,5.2564697
35110974.,90.000000,4.9159829
35110974.,91.000000,6.2163894
35110975.,81.000000,7.7858006
35110975.,82.000000,6.9954324
35110975.,83.000000,6.0647015
35110975.,84.000000,5.8337825
35110975.,85.000000,5.0418217
35110975.,86.000000,4.3187064
35110975.,87.000000,5.4271644
35110975.,88.000000,5.1945040
35110975.,89.000000,4.7953977
35110975.,90.000000,4.4294538
35110975.,91.000000,4.1971963
35110976.,81.000000,7.0962294
35110976.,82.000000,6.2590831
35110976.,83.000000,4.5960388
35110976.,84.000000,4.0249132
35110976.,85.000000,5.7609315
35110976.,86.000000,4.8028147
35110976.,87.000000,4.8304423
35110976.,88.000000,6.0106733
35110976.,89.000000,4.8596099
35110976.,90.000000,5.2349133
35110976.,91.000000,3.3014661
35110977.,81.000000,3.1769003
35110977.,82.000000,4.0789598
35110977.,83.000000,3.4137204
35110977.,84.000000,3.5121325
35110977.,85.000000,3.4905713
35110977.,86.000000,4.7015361
35110977.,87.000000,4.2412680
35110977.,88.000000,4.6323420
35110977.,89.000000,3.8032079
35110977.,90.000000,4.2189849
35110977.,91.000000,3.8771959
35110978.,81.000000,6.6773866
35110978.,82.000000,6.2001428
35110978.,83.000000,6.1263251
35110978.,84.000000,6.3014128
35110978.,85.000000,6.4990693
35110978.,86.000000,7.9634201
35110978.,87.000000,8.4677529
35110978.,88.000000,6.2612965
35110978.,89.000000,5.3191624
35110978.,90.000000,6.4511397
35110978.,91.000000,7.3122634
35110979.,81.000000,7.0234192
35110979.,82.000000,5.3455757
35110979.,83.000000,3.7418713
35110979.,84.000000,3.1445116
35110979.,85.000000,4.7943194
35110979.,86.000000,4.6521948
35110979.,87.000000,5.2513020
35110979.,88.000000,5.2772999
35110979.,89.000000,5.0648734
35110980.,81.000000,8.3361001
35110980.,82.000000,7.2361744
35110980.,83.000000,6.1647788
35110980.,84.000000,6.8412162
35110980.,85.000000,6.1293945
35110980.,86.000000,6.2825818
35110980.,87.000000,6.7266170
35110980.,88.000000,5.7378026
35110980.,89.000000,5.7264873
35110980.,90.000000,5.6076340
35110980.,91.000000,5.9637974
35110981.,81.000000,5.2124300
35110981.,82.000000,6.6187191
35110981.,83.000000,6.1557139
35110981.,84.000000,6.6542826
35110981.,85.000000,5.3500672
35110981.,86.000000,5.9013926
35110981.,87.000000,5.7618333
35110981.,88.000000,5.7315542
35110981.,89.000000,5.7287371
35110981.,90.000000,6.2023068
35110981.,91.000000,6.4636046
35110982.,81.000000,4.0912266
35110982.,82.000000,4.9849643
35110982.,83.000000,4.4972348
35110982.,84.000000,4.7350845
35110982.,85.000000,5.0251106
35110982.,86.000000,4.1708755
35110982.,87.000000,4.4681983
35110982.,88.000000,4.4237031
35110982.,89.000000,4.6113879
35110982.,90.000000,4.2407882
35110982.,91.000000,7.6144079
35110983.,81.000000,5.8330506
35110983.,82.000000,5.8391505
35110983.,83.000000,5.5412222
35110983.,84.000000,6.0902390
35110983.,85.000000,5.9227596
35110983.,86.000000,6.1273741
35110983.,87.000000,8.7997029
35110983.,88.000000,7.6346025
35110983.,89.000000,6.7058137
35110983.,90.000000,6.5431654
35110983.,91.000000,5.7776201
35110984.,81.000000,9.2741255
35110984.,82.000000,6.6839781
35110984.,83.000000,6.2878979
35110984.,84.000000,5.9016734
35110984.,85.000000,5.5932331
35110984.,86.000000,5.6063330
35110984.,87.000000,6.0339484
35110984.,88.000000,5.4290253
35110984.,89.000000,5.9534974
35110984.,90.000000,6.4901097
35110984.,91.000000,6.3456458
35110985.,81.000000,5.2317845
35110985.,82.000000,6.6370024
35110985.,83.000000,6.3852429
35110985.,84.000000,4.6821760
35110985.,85.000000,5.0515869
35110985.,86.000000,4.7243906
35110985.,87.000000,4.6435125
35110985.,88.000000,4.6969309
35110985.,89.000000,4.8949758
35110985.,90.000000,4.6671939
35110985.,91.000000,4.9374935
35110986.,81.000000,5.2148022
35110986.,82.000000,5.1875077
35110986.,83.000000,4.8032037
35110986.,84.000000,5.0873733
35110986.,85.000000,5.3107530
35110986.,86.000000,5.2927550
35110986.,87.000000,5.9451110
35110986.,88.000000,5.6534157
35110986.,89.000000,5.7927979
35110986.,90.000000,6.3435794
35110986.,91.000000,6.3539004
35110987.,81.000000,10.263806
35110987.,82.000000,9.9839920
35110987.,83.000000,7.4898111
35110987.,84.000000,6.7701602
35110987.,85.000000,6.3403387
35110987.,86.000000,6.9441888
35110987.,87.000000,5.2965857
35110987.,88.000000,5.2477105
35110987.,89.000000,5.8500120
35110987.,90.000000,5.6580116
35110987.,91.000000,4.0678838
35110988.,81.000000,4.8918025
35110988.,82.000000,6.6593504
35110988.,83.000000,6.9063273
35110988.,84.000000,4.6117319
35110988.,85.000000,6.2738487
35110988.,86.000000,6.4773975
35110988.,87.000000,6.9632920
35110988.,88.000000,6.4037289
35110988.,89.000000,5.9243005
35110988.,90.000000,6.4620193
35110988.,91.000000,5.8737217
35110989.,81.000000,8.1119998
35110989.,82.000000,9.6408207
35110989.,83.000000,9.4394915
35110989.,84.000000,7.8749597
35110989.,85.000000,8.1385103
35110989.,86.000000,5.5249086
35110989.,87.000000,7.5047833
35110989.,88.000000,7.0477917
35110989.,89.000000,8.4451097
35110989.,90.000000,6.1084409
35110989.,91.000000,5.8097906
35110991.,81.000000,6.0408654
35110991.,82.000000,6.1058677
35110991.,83.000000,6.5378936
35110991.,84.000000,6.8987012
35110991.,85.000000,6.3270894
35110991.,86.000000,6.1801253
35110991.,87.000000,6.4248485
35110991.,88.000000,5.9538455
35110991.,89.000000,6.2313682
35110992.,82.000000,5.8618790
35110992.,83.000000,6.2150593
35110992.,84.000000,5.8627830
35110992.,85.000000,5.9199408
35110992.,87.000000,6.3553663
35110992.,88.000000,6.7350740
35110992.,89.000000,6.1302840
35110992.,90.000000,6.2103672
35110992.,91.000000,5.6266038
35110993.,81.000000,8.4294706
35110993.,82.000000,5.3241964
35110993.,83.000000,5.3385708
35110993.,84.000000,6.0962858
35110993.,85.000000,6.5156349
35110993.,86.000000,6.1120609
35110993.,87.000000,6.8957185
35110993.,88.000000,6.8616758
35110993.,89.000000,7.3898703
35110993.,90.000000,7.6283495
35110993.,91.000000,7.3309899
35110995.,83.000000,3.7277993
35110995.,84.000000,2.9789033
35110995.,85.000000,2.9891346
35110995.,86.000000,3.3494522
35110995.,87.000000,3.7599296
35110995.,88.000000,3.1932225
35110995.,89.000000,3.1958204
35110995.,90.000000,3.7459573
35110995.,91.000000,3.0324343
35110996.,81.000000,6.2999630
35110996.,82.000000,6.7058871
35110996.,83.000000,7.8245439
35110996.,84.000000,7.4533722
35110996.,85.000000,7.7459782
35110996.,86.000000,6.4760823
35110996.,87.000000,6.7233679
35110996.,88.000000,8.1854461
35110996.,89.000000,6.6206731
35110996.,90.000000,8.3266828
