plant       ,year        ,productivity
10461.000,81.000000,74.502198
10461.000,82.000000,73.308438
10461.000,83.000000,99.478118
10464.000,81.000000,79.254670
10464.000,91.000000,63.793919
10465.000,87.000000,107.80417
10465.000,88.000000,101.51568
10465.000,89.000000,109.73583
10465.000,90.000000,93.508810
10465.000,91.000000,98.566323
10475.000,81.000000,70.684007
10477.000,81.000000,76.812661
10477.000,82.000000,75.101737
10477.000,86.000000,77.901930
10477.000,87.000000,80.728770
10477.000,88.000000,78.502252
10477.000,89.000000,80.858717
10478.000,87.000000,70.559195
10478.000,88.000000,73.285276
10478.000,89.000000,71.468990
10478.000,90.000000,69.859496
10478.000,91.000000,72.521034
10510.000,82.000000,88.057275
10513.000,81.000000,90.306428
10533.000,81.000000,96.671853
10533.000,82.000000,83.581164
10533.000,83.000000,88.009193
10533.000,88.000000,108.05687
10533.000,89.000000,143.77030
10533.000,90.000000,103.68598
10567.000,84.000000,6.6918469
10567.000,85.000000,38.798994
10567.000,86.000000,46.912675
10567.000,87.000000,13.946752
10568.000,81.000000,86.836432
10568.000,82.000000,91.272529
10568.000,83.000000,109.03685
10568.000,84.000000,97.901523
10568.000,85.000000,98.576791
10568.000,86.000000,90.156182
10568.000,87.000000,116.00074
10568.000,88.000000,78.688058
10568.000,89.000000,48.002883
10569.000,81.000000,92.476323
10569.000,82.000000,74.885687
10569.000,83.000000,97.817231
10569.000,84.000000,73.251211
10569.000,85.000000,82.580478
10569.000,86.000000,85.949329
10569.000,87.000000,81.015034
10569.000,88.000000,79.570916
10569.000,89.000000,73.818048
10569.000,90.000000,74.043068
10569.000,91.000000,76.593179
10570.000,81.000000,111.38206
10570.000,82.000000,85.997146
10570.000,83.000000,98.188633
10570.000,84.000000,116.43529
10570.000,85.000000,114.27326
10570.000,86.000000,119.13013
10570.000,87.000000,107.60574
10570.000,88.000000,108.58820
10570.000,89.000000,102.47740
10570.000,90.000000,110.84314
10570.000,91.000000,103.66594
10571.000,81.000000,87.366455
10571.000,82.000000,89.142314
10571.000,83.000000,104.43119
10571.000,84.000000,103.99557
10571.000,85.000000,95.869926
10571.000,86.000000,105.44966
10571.000,87.000000,104.16988
10571.000,88.000000,116.39854
10571.000,89.000000,125.75418
10571.000,90.000000,88.761563
10571.000,91.000000,88.883396
10572.000,81.000000,77.909815
10572.000,82.000000,73.884256
10572.000,83.000000,70.134364
10572.000,84.000000,78.030196
10572.000,85.000000,69.682644
10572.000,86.000000,95.724368
10572.000,87.000000,98.025412
10572.000,88.000000,118.05026
10572.000,89.000000,100.31521
10572.000,90.000000,115.58166
10572.000,91.000000,85.297521
10573.000,81.000000,145.05007
10573.000,82.000000,98.518596
10573.000,83.000000,89.612611
10573.000,84.000000,98.299398
10573.000,85.000000,84.237687
10573.000,86.000000,72.809888
10573.000,87.000000,70.951722
10573.000,88.000000,73.316835
10573.000,89.000000,91.602823
10573.000,90.000000,87.610280
10573.000,91.000000,80.693480
10574.000,81.000000,65.673702
10574.000,82.000000,57.851993
10574.000,83.000000,62.406556
10574.000,84.000000,66.820176
10574.000,85.000000,67.372753
10574.000,86.000000,62.755816
10574.000,87.000000,60.010071
10574.000,88.000000,61.779952
10574.000,89.000000,69.156393
10574.000,90.000000,51.580948
10574.000,91.000000,58.786942
10575.000,81.000000,87.414335
10575.000,82.000000,78.032737
10575.000,83.000000,79.377788
10575.000,84.000000,72.646438
10575.000,85.000000,78.178141
10575.000,86.000000,79.787400
10575.000,87.000000,81.314239
10575.000,88.000000,57.265634
10576.000,81.000000,103.81788
10576.000,82.000000,106.52029
10576.000,83.000000,104.09937
10576.000,84.000000,108.57619
10576.000,85.000000,102.90393
10576.000,86.000000,108.90079
10576.000,87.000000,104.51218
10576.000,88.000000,106.41112
10576.000,89.000000,102.19676
10576.000,90.000000,102.68703
10576.000,91.000000,110.02868
10577.000,81.000000,107.31623
10577.000,82.000000,98.438314
10577.000,83.000000,106.94905
10577.000,84.000000,104.04725
10577.000,85.000000,83.729405
10577.000,86.000000,105.43862
10577.000,87.000000,96.064313
10577.000,88.000000,128.93812
10577.000,89.000000,97.230134
10577.000,90.000000,99.107067
10577.000,91.000000,117.75710
10578.000,81.000000,75.229111
10578.000,82.000000,62.222295
10578.000,83.000000,49.006512
10578.000,84.000000,49.733486
10578.000,85.000000,75.357265
10578.000,86.000000,61.330027
10578.000,87.000000,65.867169
10578.000,88.000000,64.434997
10578.000,89.000000,69.509024
10578.000,90.000000,67.228332
10579.000,81.000000,88.413042
10579.000,82.000000,93.585278
10579.000,83.000000,92.648049
10579.000,84.000000,95.034482
10579.000,85.000000,93.130266
10579.000,86.000000,91.240038
10579.000,87.000000,87.499755
10579.000,88.000000,91.765406
10579.000,89.000000,94.942090
10579.000,90.000000,91.105949
10579.000,91.000000,91.728309
10580.000,81.000000,80.101351
10580.000,82.000000,81.091949
10580.000,83.000000,80.723748
10580.000,84.000000,88.411401
10580.000,85.000000,88.417157
10580.000,86.000000,80.753367
10580.000,87.000000,78.701444
10580.000,88.000000,84.178070
10580.000,89.000000,88.855206
10580.000,90.000000,94.589825
10580.000,91.000000,106.17889
10581.000,81.000000,65.786152
10581.000,82.000000,64.316784
10581.000,83.000000,89.041208
10581.000,84.000000,98.838211
10581.000,85.000000,87.449424
10581.000,86.000000,58.853604
10581.000,87.000000,73.830341
10581.000,88.000000,79.078590
10581.000,89.000000,84.606909
10581.000,90.000000,107.40238
10581.000,91.000000,96.844369
10582.000,81.000000,83.498720
10582.000,82.000000,89.600045
10582.000,83.000000,93.030228
10582.000,84.000000,91.921509
10582.000,85.000000,118.67001
10582.000,86.000000,136.38225
10582.000,87.000000,148.19726
10582.000,88.000000,123.24078
10582.000,89.000000,45.172831
10583.000,81.000000,83.638098
10583.000,82.000000,87.494475
10583.000,83.000000,88.796317
10583.000,84.000000,88.809385
10583.000,85.000000,86.314594
10583.000,86.000000,85.974420
10583.000,87.000000,81.975601
10583.000,88.000000,99.035850
10583.000,89.000000,75.360643
10583.000,90.000000,82.226796
10583.000,91.000000,109.28887
10584.000,81.000000,112.56162
10584.000,82.000000,119.44630
10584.000,83.000000,110.73711
10584.000,84.000000,120.79418
10584.000,85.000000,129.18191
10584.000,86.000000,109.83987
10584.000,87.000000,107.29640
10584.000,88.000000,107.59421
10584.000,89.000000,109.42875
10584.000,90.000000,106.71093
10584.000,91.000000,104.14977
10585.000,81.000000,96.798249
10585.000,82.000000,78.400607
10585.000,83.000000,90.442782
10585.000,84.000000,68.981460
10585.000,85.000000,62.000222
10585.000,86.000000,68.504491
10585.000,87.000000,69.017596
10585.000,88.000000,72.654740
10586.000,81.000000,106.03735
10586.000,82.000000,101.89441
10586.000,83.000000,102.46151
10586.000,84.000000,97.950344
10586.000,85.000000,77.490383
10586.000,86.000000,79.157003
10586.000,87.000000,79.225086
10586.000,88.000000,85.441801
10586.000,89.000000,83.339808
10586.000,90.000000,75.157547
10586.000,91.000000,77.573871
10587.000,81.000000,77.491883
10587.000,82.000000,70.355924
10587.000,83.000000,68.260968
10587.000,84.000000,67.475031
10587.000,85.000000,67.064365
10587.000,86.000000,60.131856
10587.000,87.000000,71.589000
10588.000,81.000000,76.824966
10588.000,82.000000,78.348883
10588.000,83.000000,81.643684
10588.000,84.000000,81.098751
10588.000,85.000000,81.161561
10588.000,86.000000,80.400046
10588.000,87.000000,68.377202
10588.000,88.000000,83.186153
10588.000,89.000000,71.080525
10588.000,90.000000,65.291448
10588.000,91.000000,23.239342
10589.000,81.000000,82.731819
10589.000,82.000000,69.545637
10589.000,83.000000,95.673150
10589.000,84.000000,84.278490
10589.000,85.000000,77.254685
10589.000,86.000000,77.908575
10589.000,87.000000,80.527819
10589.000,88.000000,89.532831
10589.000,89.000000,93.869373
10589.000,90.000000,88.436214
10589.000,91.000000,90.489575
10590.000,81.000000,89.128744
10590.000,82.000000,94.183000
10590.000,83.000000,88.700360
10590.000,84.000000,88.940847
10590.000,85.000000,88.398275
10590.000,86.000000,84.993871
10590.000,87.000000,83.269583
10590.000,88.000000,76.340105
10590.000,89.000000,74.692781
10590.000,90.000000,74.006271
10590.000,91.000000,73.254492
10591.000,81.000000,63.476209
10591.000,82.000000,70.896633
10591.000,83.000000,61.319691
10591.000,84.000000,103.61696
10591.000,85.000000,54.036674
10591.000,86.000000,99.494973
10592.000,82.000000,76.630056
10592.000,83.000000,73.181840
10592.000,84.000000,89.463000
10592.000,85.000000,73.734529
10592.000,86.000000,84.173986
10592.000,87.000000,85.166229
10592.000,88.000000,81.747237
10592.000,89.000000,79.810428
10592.000,90.000000,81.041546
10593.000,84.000000,89.555355
10593.000,85.000000,82.662622
10593.000,86.000000,91.499011
10594.000,84.000000,93.473360
10594.000,85.000000,96.499553
10595.000,81.000000,123.88540
10595.000,82.000000,118.63089
10595.000,83.000000,105.46633
10595.000,84.000000,106.60138
10595.000,85.000000,83.579061
10595.000,86.000000,92.897295
10595.000,87.000000,91.354091
10595.000,88.000000,94.242258
10595.000,89.000000,89.830961
10595.000,90.000000,90.362416
10595.000,91.000000,100.58189
10596.000,81.000000,96.427834
10596.000,82.000000,78.748784
10596.000,83.000000,72.131665
10596.000,84.000000,76.490542
10596.000,85.000000,55.118311
10596.000,86.000000,75.285094
10596.000,87.000000,62.937175
10597.000,81.000000,89.317151
10597.000,82.000000,88.055800
10597.000,83.000000,101.24978
10597.000,84.000000,94.613126
10597.000,85.000000,95.611590
10597.000,86.000000,84.518853
10597.000,87.000000,90.109937
10597.000,88.000000,79.616198
10597.000,89.000000,71.087495
10597.000,90.000000,81.950163
10598.000,81.000000,78.328959
10598.000,82.000000,77.502520
10598.000,83.000000,75.602370
10598.000,84.000000,79.363890
10598.000,85.000000,89.806760
10598.000,86.000000,103.07971
10598.000,87.000000,114.12772
10598.000,88.000000,105.96826
10598.000,89.000000,89.725889
10598.000,90.000000,124.39348
10598.000,91.000000,101.52440
10599.000,81.000000,73.650890
10599.000,82.000000,73.483182
10599.000,83.000000,85.424453
10599.000,84.000000,73.307236
10599.000,85.000000,58.030199
10601.000,81.000000,115.14133
10601.000,82.000000,109.61177
10601.000,83.000000,79.792794
10601.000,84.000000,85.488782
10601.000,85.000000,89.207431
10601.000,86.000000,91.793948
10601.000,87.000000,86.496756
10601.000,88.000000,83.029108
10601.000,89.000000,74.299098
10601.000,90.000000,75.669241
10601.000,91.000000,76.858336
10602.000,83.000000,66.699510
10602.000,84.000000,73.087432
10602.000,85.000000,77.970772
10602.000,86.000000,69.486702
10602.000,87.000000,65.973649
10602.000,88.000000,84.040727
10602.000,89.000000,93.081170
10602.000,90.000000,101.34786
10602.000,91.000000,91.909799
10603.000,81.000000,90.769631
10603.000,82.000000,81.790596
10603.000,83.000000,79.355758
10603.000,84.000000,80.567701
10603.000,85.000000,104.52605
10603.000,86.000000,72.665837
10603.000,87.000000,76.654099
10603.000,88.000000,82.495491
10603.000,89.000000,97.698285
10603.000,90.000000,92.456056
10603.000,91.000000,91.346597
10604.000,81.000000,80.671408
10604.000,82.000000,71.574878
10604.000,83.000000,79.885908
10604.000,84.000000,89.190073
10604.000,85.000000,84.586690
10604.000,86.000000,73.459209
10604.000,87.000000,67.734113
10604.000,88.000000,77.697836
10604.000,89.000000,88.555079
10604.000,90.000000,96.604760
10604.000,91.000000,96.570835
10605.000,81.000000,72.021372
10605.000,82.000000,63.422810
10605.000,83.000000,82.012591
10605.000,84.000000,74.976184
10605.000,85.000000,85.220443
10605.000,86.000000,80.586912
10605.000,87.000000,77.824260
10605.000,88.000000,75.208005
10605.000,89.000000,86.607668
10605.000,90.000000,80.206871
10605.000,91.000000,82.437743
10606.000,81.000000,80.395574
10606.000,82.000000,83.021603
10606.000,83.000000,96.716338
10606.000,84.000000,92.128403
10606.000,85.000000,89.313676
10606.000,86.000000,85.926606
10606.000,87.000000,79.671754
10606.000,88.000000,82.459327
10606.000,89.000000,82.094845
10606.000,90.000000,77.565219
10606.000,91.000000,66.379112
10607.000,81.000000,78.187961
10607.000,82.000000,76.830578
10607.000,83.000000,76.467524
10607.000,84.000000,80.599979
10607.000,85.000000,78.057544
10607.000,86.000000,70.560326
10607.000,87.000000,78.364458
10607.000,88.000000,78.330561
10607.000,89.000000,78.167984
10607.000,90.000000,80.660434
10607.000,91.000000,77.499544
10608.000,81.000000,84.072156
10608.000,82.000000,80.878336
10608.000,83.000000,89.739667
10608.000,84.000000,98.620274
10608.000,85.000000,95.713310
10608.000,86.000000,91.697343
10608.000,87.000000,94.920515
10609.000,81.000000,78.331098
10609.000,82.000000,77.310582
10609.000,83.000000,77.619242
10609.000,84.000000,82.092424
10609.000,85.000000,86.420086
10609.000,86.000000,86.470128
10609.000,87.000000,81.960171
10609.000,88.000000,81.921715
10609.000,89.000000,95.017279
10609.000,90.000000,78.345221
10609.000,91.000000,83.622375
10610.000,81.000000,54.365200
10610.000,82.000000,69.142110
10610.000,83.000000,56.867573
10610.000,84.000000,81.732406
10610.000,85.000000,63.045493
10610.000,86.000000,62.871921
10610.000,87.000000,64.569273
10610.000,88.000000,63.858164
10610.000,89.000000,62.317903
10610.000,90.000000,56.714193
10610.000,91.000000,68.211064
