plant          ,year           ,CD-productivity
10313.000,87.000000,15.468892
10808.000,81.000000,15.563163
10808.000,82.000000,23.057780
10808.000,83.000000,20.536103
10808.000,84.000000,20.819505
10808.000,85.000000,16.045069
10808.000,86.000000,16.064689
10808.000,87.000000,17.479239
10808.000,88.000000,20.947021
10808.000,89.000000,18.004700
10808.000,90.000000,14.232296
10808.000,91.000000,17.829710
10809.000,81.000000,28.438611
10809.000,82.000000,27.648628
10809.000,83.000000,25.754901
10809.000,84.000000,25.391901
10809.000,85.000000,24.274010
10809.000,86.000000,22.571357
10810.000,81.000000,17.738348
10810.000,82.000000,19.378712
10810.000,83.000000,19.102908
10810.000,84.000000,18.379950
10810.000,85.000000,18.909103
10810.000,86.000000,21.150274
10810.000,87.000000,20.764615
10810.000,88.000000,31.410089
10810.000,89.000000,19.233685
10810.000,90.000000,18.412620
10810.000,91.000000,17.051408
10811.000,81.000000,20.713398
10811.000,82.000000,19.498958
10811.000,83.000000,22.089076
10811.000,84.000000,23.456114
10811.000,85.000000,20.362162
10811.000,86.000000,26.762059
10811.000,87.000000,21.255299
10812.000,83.000000,23.087733
10812.000,84.000000,23.018535
10812.000,85.000000,19.667987
10812.000,86.000000,18.655868
10812.000,87.000000,19.934028
10812.000,88.000000,21.135764
10813.000,81.000000,29.717110
10813.000,82.000000,28.272308
10813.000,83.000000,27.796606
10813.000,84.000000,29.546831
10813.000,85.000000,30.299816
10813.000,86.000000,32.796536
10813.000,87.000000,29.730347
10813.000,88.000000,32.542398
10813.000,89.000000,35.460157
10813.000,90.000000,32.384074
10813.000,91.000000,32.696017
10814.000,81.000000,25.032442
10814.000,82.000000,22.092903
10814.000,83.000000,20.621385
10814.000,84.000000,22.414673
10814.000,85.000000,24.783231
10814.000,86.000000,24.562368
10814.000,87.000000,18.887275
10815.000,81.000000,27.683161
10815.000,82.000000,28.046091
10815.000,83.000000,25.058145
10815.000,84.000000,23.004046
10815.000,85.000000,21.320191
10815.000,86.000000,21.416147
10815.000,87.000000,21.638566
10815.000,88.000000,23.317063
10815.000,89.000000,22.092776
10815.000,90.000000,24.098275
10815.000,91.000000,26.412158
10816.000,81.000000,55.595703
10816.000,82.000000,19.782591
10816.000,83.000000,27.674350
10816.000,84.000000,27.297421
10816.000,85.000000,23.016744
10816.000,86.000000,22.931865
10816.000,87.000000,17.342505
10816.000,88.000000,17.545381
10816.000,89.000000,34.305116
10816.000,90.000000,31.812737
10816.000,91.000000,29.058019
10818.000,81.000000,28.655751
10818.000,82.000000,30.055058
10818.000,83.000000,31.357669
10818.000,84.000000,27.932518
10818.000,85.000000,23.609038
10818.000,86.000000,23.741786
10818.000,87.000000,23.829354
10818.000,88.000000,25.431409
10818.000,89.000000,20.104957
10818.000,90.000000,22.812697
10818.000,91.000000,19.793519
10819.000,81.000000,30.026721
10819.000,82.000000,28.339242
10819.000,83.000000,27.059260
10819.000,84.000000,25.127125
10819.000,85.000000,18.391866
10819.000,86.000000,24.498026
10819.000,87.000000,24.841668
10819.000,88.000000,22.204595
10819.000,89.000000,25.317295
10819.000,90.000000,24.302281
10819.000,91.000000,29.507526
10820.000,81.000000,44.882610
10820.000,82.000000,39.032390
10820.000,83.000000,29.608082
10820.000,84.000000,24.316930
10820.000,85.000000,24.461701
10820.000,86.000000,20.447161
10820.000,87.000000,19.044086
10820.000,88.000000,17.448342
10820.000,89.000000,20.807821
10820.000,90.000000,24.602371
10820.000,91.000000,24.891993
10821.000,81.000000,20.218349
10821.000,82.000000,24.466442
10821.000,83.000000,16.232858
10821.000,84.000000,16.617779
10821.000,85.000000,19.699861
10821.000,86.000000,17.815760
10821.000,87.000000,16.760460
10821.000,88.000000,17.818539
10821.000,89.000000,17.449928
10821.000,90.000000,17.574084
10821.000,91.000000,17.044053
10822.000,81.000000,16.998615
10823.000,81.000000,19.073086
10823.000,82.000000,26.159787
10823.000,83.000000,15.468194
10823.000,84.000000,22.484377
10823.000,85.000000,17.415438
10823.000,86.000000,21.244934
10823.000,87.000000,18.964930
10823.000,88.000000,16.151192
10824.000,81.000000,19.403935
10824.000,82.000000,23.651627
10824.000,83.000000,30.581887
10824.000,84.000000,19.491251
10824.000,85.000000,15.773937
10824.000,86.000000,16.269976
10824.000,87.000000,17.219649
10824.000,88.000000,17.827515
10824.000,89.000000,17.034600
10824.000,90.000000,16.890225
10824.000,91.000000,23.832667
10825.000,81.000000,26.773322
10825.000,82.000000,18.997198
10825.000,83.000000,18.766784
10825.000,84.000000,21.391625
10825.000,85.000000,20.906023
10825.000,86.000000,18.385326
10825.000,87.000000,19.891093
10825.000,88.000000,17.416079
10825.000,89.000000,15.555617
10825.000,90.000000,14.960359
10825.000,91.000000,22.037262
10826.000,81.000000,28.132813
10826.000,82.000000,27.062323
10826.000,83.000000,33.430219
10826.000,84.000000,21.370789
10826.000,85.000000,21.117646
10826.000,86.000000,22.695426
10826.000,87.000000,18.525487
10826.000,88.000000,17.926750
10826.000,89.000000,11.536824
10827.000,81.000000,23.528128
10827.000,82.000000,29.249952
10827.000,83.000000,36.233723
10827.000,84.000000,33.691947
10827.000,85.000000,26.529572
10827.000,86.000000,30.968178
10827.000,87.000000,22.606137
10827.000,88.000000,28.867722
10827.000,89.000000,25.307533
10827.000,90.000000,22.290447
10827.000,91.000000,25.407361
10828.000,81.000000,32.978130
10828.000,82.000000,26.330322
10828.000,83.000000,25.385420
10828.000,84.000000,23.677604
