31110000	81	11.291508	-.19656152	11.095665	8.2773199	6.2370567	38.900875	123.11378	91.842369	69.204292	68.514023	51.626114	572.82605
31110000	82	11.314661	-.21261479	11.101363	8.4598761	6.2803121	39.442318	123.24026	93.916153	69.720024	71.569504	53.130661	589.82275
31110000	83	11.361767	-.21991238	11.140589	8.5998564	6.2913809	39.581474	124.11272	95.807465	70.089684	73.957527	54.104973	602.76123
31110000	84	11.178207	-.23426531	10.93937	8.6606407	6.3657136	40.522308	119.66982	94.741951	69.636894	75.006699	55.131157	603.10016
31110000	85	11.012811	-.26656762	10.739267	8.6335983	6.2017417	38.461601	115.33186	92.718521	66.602165	74.539017	53.543346	575.0163
31110000	86	10.93182	-.25734654	10.665291	8.6368551	6.1324372	37.606785	113.74843	92.114571	65.404228	74.595268	52.964973	564.88684
31110000	87	11.011203	-.22748202	10.775937	8.6746902	6.3442688	40.249748	116.12082	93.477913	68.36544	75.250252	55.034565	593.04901
31110000	88	10.900355	-.2581571	10.635977	8.6365185	6.0470877	36.567268	113.124	91.857811	64.316681	74.589455	52.225784	555.47223
31110000	89	10.837869	-.20745693	10.625473	8.6026554	6.0222321	36.267281	112.90068	91.40728	63.989063	74.005684	51.807186	550.47589
31110000	90	10.821716	-.2215448	10.596252	8.6863432	5.8939962	34.739193	112.28056	92.042686	62.454273	75.45256	51.197273	542.49927
31110000	91	10.822422	-.23535374	10.584593	8.6892433	5.8857746	34.642342	112.03361	91.972099	62.298527	75.502953	51.142929	541.32709
31110002	81	8.3756523	-.23869556	8.1368532	6.6604705	2.9506295	8.706214	66.208382	54.195271	24.008839	44.361866	19.65258	159.91016
31110002	82	8.1932716	-.18647948	8.0092554	6.7409201	2.9450839	8.6735191	64.14817	53.98975	23.587929	45.440002	19.852575	159.00435
31110002	83	8.0336676	-.20403804	7.8263311	6.6870813	2.9457464	8.6774216	61.251457	52.335312	23.054386	44.717056	19.698446	154.16656
31110002	84	8.0410862	-.20790723	7.8305306	6.9245763	2.7793772	7.7249379	61.317211	54.223106	21.763998	47.949757	19.24601	150.70647
31110002	85	7.8960509	-.20427255	7.6911626	7.1461453	2.3617582	5.5779018	59.15398	54.962166	18.164667	51.067394	16.877468	129.80734
31110002	86	7.7386765	-.19334057	7.5455914	7.580009	2.3618481	5.5783267	56.935947	57.195652	17.821541	57.456535	17.90283	135.08743
31110002	87	7.5922852	-.16997068	7.4186363	7.5975041	2.3619027	5.5785842	55.036163	56.363121	17.522097	57.722069	17.944565	133.12421
31110002	88	7.4609976	-.1930131	7.2642651	7.5543075	2.4412572	5.9597368	52.769547	54.876492	17.73394	57.067562	18.442007	133.96764
31110002	89	7.3776474	-.28902948	7.0824623	7.5126514	2.4537523	6.0209002	50.161274	53.208069	17.378609	56.43993	18.434185	130.55942
31110002	90	6.6671591	-.34761247	6.3025632	7.4724879	2.5054166	6.2771125	39.722301	47.095829	15.790546	55.838078	18.721695	117.99467
31110002	91												
31110004	81	12.240374	-.28851196	11.956741	9.6792688	6.9304509	48.031151	142.96367	115.73251	82.865608	93.688248	67.081696	802.07849
31110004	82	12.289738	-.26618922	12.026734	9.7924881	6.8465362	46.875057	144.64233	117.77165	82.341469	95.892822	67.044624	806.32788
31110004	83	12.278483	-.2934081	11.989452	10.040472	6.879765	47.331165	143.74696	120.37976	82.484612	100.81108	69.076088	828.18445
31110004	84	12.26259	-.29443809	11.972434	10.110456	6.9635148	48.49054	143.33917	121.04678	83.370224	102.22133	70.404312	842.91101
