plant          ,year           ,CD-productivity
10001.000,81.000000,9.4277767
10001.000,82.000000,9.1280985
10001.000,83.000000,9.0581314
10001.000,84.000000,8.1128187
10001.000,85.000000,8.0842508
10001.000,86.000000,7.9124870
10001.000,87.000000,7.5212529
10001.000,88.000000,7.9878321
10001.000,89.000000,7.6579778
10001.000,90.000000,7.8056431
10001.000,91.000000,7.8744523
10002.000,81.000000,9.3855273
10002.000,82.000000,8.2455742
10002.000,83.000000,7.8471344
10002.000,84.000000,7.8663853
10002.000,85.000000,7.9030876
10002.000,86.000000,6.6459237
10002.000,87.000000,6.1239687
10002.000,88.000000,5.7554651
10002.000,89.000000,5.8716350
10002.000,90.000000,4.3637059
10003.000,81.000000,9.2090740
10003.000,82.000000,9.3176520
10003.000,83.000000,8.8206266
10003.000,84.000000,8.4194439
10003.000,85.000000,9.7892912
10003.000,86.000000,10.886143
10003.000,87.000000,10.619740
10003.000,88.000000,10.066628
10003.000,89.000000,10.728717
10003.000,90.000000,10.838282
10003.000,91.000000,9.6653612
10004.000,81.000000,10.129288
10004.000,82.000000,9.8580519
10004.000,83.000000,9.3577773
10004.000,84.000000,8.9102304
10004.000,85.000000,7.8353322
10004.000,86.000000,7.1867752
10004.000,87.000000,8.4071352
10004.000,88.000000,7.9429922
10004.000,89.000000,6.9512399
10004.000,90.000000,6.5058058
10004.000,91.000000,6.5441635
10005.000,81.000000,8.6778856
10005.000,82.000000,7.8852656
10005.000,83.000000,7.6100348
10005.000,84.000000,7.7148205
10005.000,85.000000,7.1198728
10005.000,86.000000,6.9463165
10005.000,87.000000,7.2248538
10005.000,88.000000,6.8163557
10005.000,89.000000,6.8068089
10005.000,90.000000,5.9685158
10005.000,91.000000,6.0126606
10006.000,81.000000,10.091006
10006.000,82.000000,8.8872752
10006.000,83.000000,9.1572826
10006.000,84.000000,8.2806248
10006.000,85.000000,9.6226371
10006.000,86.000000,8.2450448
10006.000,87.000000,9.1881212
10006.000,88.000000,9.3043360
10006.000,89.000000,8.7682681
10006.000,90.000000,8.5665909
10006.000,91.000000,7.1648168
10007.000,81.000000,9.3721950
10007.000,82.000000,8.8287632
10007.000,83.000000,8.6796971
10007.000,84.000000,7.7703168
10007.000,85.000000,7.9912729
10007.000,86.000000,7.3278975
10007.000,87.000000,6.5372972
10007.000,88.000000,6.2649127
10007.000,89.000000,6.9345412
10007.000,90.000000,5.3777667
10007.000,91.000000,6.2053998
10008.000,81.000000,7.5077395
10008.000,82.000000,8.5655279
10008.000,83.000000,8.1143520
10008.000,84.000000,7.6200265
10008.000,85.000000,7.0812224
10008.000,86.000000,7.3118074
10008.000,87.000000,7.0842530
10008.000,88.000000,7.2418854
10008.000,89.000000,6.7094161
10008.000,90.000000,7.0048765
10008.000,91.000000,6.8649552
10010.000,81.000000,6.5544459
10010.000,82.000000,6.3684258
10010.000,83.000000,6.2660357
10010.000,84.000000,6.4467111
10010.000,85.000000,5.9426923
10010.000,86.000000,5.4946202
10010.000,87.000000,4.7794279
10010.000,88.000000,4.7806653
10010.000,89.000000,4.8148708
10010.000,90.000000,4.5216838
10010.000,91.000000,4.4698192
10011.000,81.000000,10.929486
10011.000,82.000000,6.4847544
10011.000,83.000000,4.9771836
10011.000,84.000000,4.7367586
10011.000,85.000000,5.8677279
10011.000,86.000000,5.7967585
10011.000,87.000000,4.6142737
10011.000,88.000000,4.9123083
10011.000,89.000000,5.3994483
10011.000,90.000000,4.8947468
10011.000,91.000000,5.3186139
10012.000,81.000000,8.7526814
10012.000,82.000000,7.2993528
10012.000,83.000000,8.1831994
10012.000,84.000000,8.1471685
10012.000,85.000000,8.1530136
10012.000,86.000000,8.1951959
10012.000,87.000000,7.8980058
10012.000,88.000000,7.7439118
10012.000,89.000000,7.4468112
10012.000,90.000000,7.8179514
10012.000,91.000000,7.9321259
10013.000,81.000000,9.2377775
10013.000,82.000000,8.2331495
10013.000,83.000000,7.0028514
10013.000,84.000000,7.9555186
10013.000,85.000000,5.9083639
10013.000,86.000000,6.0535695
10015.000,81.000000,9.5038432
10015.000,82.000000,8.3931063
10015.000,83.000000,9.7034407
10015.000,84.000000,5.6411188
10015.000,85.000000,3.9444348
10015.000,86.000000,2.2221714
10015.000,87.000000,1.7635118
10015.000,88.000000,3.6226500
10016.000,81.000000,6.1824153
10016.000,82.000000,6.9970268
10016.000,83.000000,7.8600227
10016.000,84.000000,7.6162476
10016.000,85.000000,7.1312020
