plant          ,year           ,CD-productivity
32110423.,81.000000,8.7096455
32110423.,82.000000,7.4865334
32110423.,83.000000,6.6362136
32110423.,84.000000,6.3856780
32110423.,85.000000,7.2262655
32110423.,86.000000,7.2820406
32110423.,87.000000,7.4408658
32110423.,88.000000,7.7218435
32110423.,89.000000,8.1962510
32110423.,90.000000,7.8045661
32110423.,91.000000,7.7814857
32110424.,81.000000,7.5369262
32110424.,82.000000,7.2732452
32110424.,83.000000,6.4856191
32110424.,84.000000,7.2090314
32110424.,85.000000,7.0171190
32110424.,86.000000,6.1011306
32110424.,87.000000,6.4836574
32110424.,88.000000,6.2297744
32110424.,89.000000,5.8809768
32110424.,90.000000,6.1015270
32110424.,91.000000,5.5436234
32110425.,81.000000,4.7806341
32110425.,82.000000,8.4934390
32110425.,83.000000,6.6372303
32110425.,84.000000,8.6093832
32110425.,85.000000,5.9461784
32110426.,81.000000,4.5438629
32110426.,82.000000,5.1126095
32110426.,83.000000,5.5200050
32110426.,84.000000,6.8919615
32110426.,85.000000,7.1892000
32110426.,86.000000,6.7664004
32110426.,87.000000,5.6333056
32110426.,88.000000,4.6011423
32110426.,89.000000,4.8438848
32110426.,90.000000,5.4200130
32110426.,91.000000,5.3079476
32110427.,81.000000,8.5679041
32110427.,82.000000,7.3055334
32110427.,83.000000,6.9007628
32110427.,84.000000,6.8715262
32110427.,85.000000,6.5695262
32110427.,86.000000,6.6707492
32110427.,87.000000,6.8438932
32110427.,88.000000,7.0737549
32110427.,89.000000,6.9909112
32110427.,90.000000,7.7138034
32110427.,91.000000,7.8487775
32110428.,81.000000,10.617083
32110428.,82.000000,9.1068397
32110428.,83.000000,7.5583549
32110428.,84.000000,8.2624007
32110428.,85.000000,8.2859522
32110428.,86.000000,8.8526248
32110428.,87.000000,7.7565415
32110428.,88.000000,10.542257
32110428.,89.000000,10.441120
32110428.,90.000000,9.4934971
32110428.,91.000000,9.1042935
32110429.,81.000000,5.9178621
32110429.,82.000000,5.1619924
32110429.,83.000000,5.1331396
32110429.,84.000000,6.6731358
32110429.,85.000000,6.0925549
32110429.,86.000000,5.8273124
32110429.,87.000000,6.1736354
32110429.,88.000000,6.1907665
32110429.,89.000000,5.9861013
32110429.,90.000000,7.6271491
32110429.,91.000000,8.4587952
32110431.,81.000000,8.1175056
32110431.,82.000000,10.958988
32110431.,83.000000,9.4234343
32110431.,84.000000,8.2235301
32110431.,85.000000,8.7979561
32110431.,86.000000,9.2856108
32110431.,87.000000,8.9847016
32110431.,88.000000,8.9723276
32110431.,89.000000,7.2093133
32110431.,90.000000,5.8727107
32110431.,91.000000,7.0990417
32110432.,81.000000,6.5007654
32110432.,82.000000,6.1406293
32110432.,83.000000,4.9453355
32110432.,84.000000,4.0115854
32110432.,85.000000,7.5659199
32110432.,86.000000,6.4695072
32110432.,87.000000,6.1763946
32110432.,88.000000,6.5636144
32110432.,89.000000,5.4908500
32110432.,90.000000,7.0029162
32110432.,91.000000,5.5220646
32110433.,81.000000,8.1122563
32110433.,82.000000,9.2299300
32110433.,83.000000,8.2497989
32110433.,84.000000,8.7408621
32110433.,85.000000,8.5998695
32110433.,86.000000,7.3992433
32110433.,87.000000,7.1200697
32110433.,88.000000,8.0721733
32110433.,89.000000,7.4053984
32110433.,90.000000,6.7893556
32110433.,91.000000,5.6606685
32110434.,81.000000,6.6222026
32110434.,82.000000,7.4345296
32110434.,83.000000,7.2701382
32110434.,84.000000,6.3483068
32110434.,85.000000,9.9660452
32110434.,86.000000,6.1361826
32110434.,87.000000,6.4723576
32110434.,88.000000,6.7358031
32110434.,89.000000,6.8935795
32110434.,90.000000,6.5586876
32110434.,91.000000,6.4934956
32110435.,81.000000,5.6104989
32110435.,82.000000,5.1444511
32110435.,83.000000,4.9680138
32110435.,84.000000,4.7413264
32110435.,85.000000,4.6675191
32110435.,86.000000,4.3856378
32110435.,87.000000,4.4928914
32110435.,88.000000,4.4265517
32110435.,89.000000,4.5531367
32110435.,90.000000,4.6585315
32110435.,91.000000,5.1145375
