plant          ,year           ,CD-productivity
10250.000,81.000000,13.654581
10732.000,89.000000,9.8239251
10732.000,90.000000,9.9885575
10962.000,82.000000,8.2629089
10962.000,83.000000,6.8497492
11192.000,81.000000,11.199035
11195.000,81.000000,7.9238473
11195.000,83.000000,8.5429072
11214.000,81.000000,6.6384405
11214.000,82.000000,7.4575452
11214.000,83.000000,8.0777565
11222.000,86.000000,9.9040822
11222.000,87.000000,10.354965
11394.000,86.000000,15.472083
11394.000,88.000000,11.142758
11394.000,89.000000,11.216424
11394.000,90.000000,11.112815
11394.000,91.000000,8.6606012
11398.000,81.000000,8.9556545
11398.000,82.000000,7.9670549
11407.000,81.000000,8.5682689
11407.000,82.000000,8.3083580
11407.000,83.000000,7.2728074
11407.000,84.000000,8.0667838
11407.000,85.000000,7.9865861
11407.000,86.000000,7.7803007
11407.000,87.000000,8.3931248
11407.000,88.000000,9.2040569
11407.000,89.000000,8.9197701
11407.000,90.000000,9.5529229
11407.000,91.000000,8.9271365
11408.000,81.000000,8.2684328
11408.000,82.000000,8.2270905
11408.000,83.000000,7.8161611
11408.000,84.000000,7.4537030
11408.000,85.000000,7.7459926
11408.000,86.000000,7.8098082
11408.000,87.000000,7.6383275
11408.000,88.000000,7.8645325
11408.000,89.000000,7.6592467
11408.000,90.000000,10.865247
11408.000,91.000000,8.4008953
11409.000,81.000000,8.9650148
11409.000,82.000000,7.9640710
11409.000,83.000000,7.7620752
11409.000,84.000000,7.5882347
11409.000,85.000000,8.3180139
11409.000,86.000000,8.5439412
11409.000,87.000000,7.9503986
11409.000,88.000000,8.2034321
11409.000,89.000000,7.9909144
11410.000,81.000000,11.444568
11410.000,82.000000,11.650823
11410.000,83.000000,9.1411827
11410.000,84.000000,8.3060689
11410.000,85.000000,9.7460361
11410.000,86.000000,10.380097
11410.000,87.000000,10.912760
11410.000,88.000000,11.719179
11410.000,89.000000,12.188536
11410.000,90.000000,11.690192
11410.000,91.000000,11.794235
11411.000,81.000000,13.309379
11411.000,82.000000,14.295310
11411.000,83.000000,14.960677
11411.000,84.000000,16.131629
11411.000,85.000000,13.240451
11411.000,86.000000,14.277503
11411.000,87.000000,13.374878
11411.000,88.000000,14.169500
11411.000,89.000000,14.947359
11411.000,90.000000,14.193091
11411.000,91.000000,13.036820
11412.000,81.000000,10.791938
11412.000,82.000000,10.042879
11412.000,83.000000,8.9862487
11412.000,84.000000,9.3704183
11412.000,85.000000,8.9353966
11412.000,86.000000,10.536331
11412.000,87.000000,10.476063
11412.000,88.000000,10.374198
11412.000,89.000000,9.3125796
11412.000,90.000000,8.0570987
11412.000,91.000000,8.7120240
11413.000,81.000000,10.341276
11413.000,82.000000,10.595816
11413.000,83.000000,14.059240
