plant          ,year           ,CD-productivity
10461.000,81.000000,105.61869
10461.000,82.000000,88.257758
10461.000,83.000000,109.54848
10464.000,81.000000,259.21990
10464.000,91.000000,86.406578
10465.000,87.000000,334.93776
10465.000,88.000000,301.40703
10465.000,89.000000,312.26839
10465.000,90.000000,235.92231
10465.000,91.000000,300.64000
10475.000,81.000000,57.313397
10477.000,81.000000,133.52108
10477.000,82.000000,131.03710
10477.000,86.000000,86.062581
10477.000,87.000000,93.403597
10477.000,88.000000,87.336664
10477.000,89.000000,92.940563
10478.000,87.000000,89.991483
10478.000,88.000000,124.53555
10478.000,89.000000,131.04129
10478.000,90.000000,103.79607
10478.000,91.000000,107.25569
10510.000,82.000000,168.29017
10513.000,81.000000,125.17644
10533.000,81.000000,394.32753
10533.000,82.000000,316.09129
10533.000,83.000000,360.91622
10533.000,88.000000,253.00968
10533.000,89.000000,237.22048
10533.000,90.000000,175.20168
10567.000,84.000000,13.519243
10567.000,85.000000,92.288273
10567.000,86.000000,111.95637
10567.000,87.000000,24.528602
10568.000,81.000000,194.56507
10568.000,82.000000,236.33184
10568.000,83.000000,143.12254
10568.000,84.000000,143.70060
10568.000,85.000000,169.86414
10568.000,86.000000,150.03084
10568.000,87.000000,184.11809
10568.000,88.000000,144.89579
10568.000,89.000000,31.807008
10569.000,81.000000,309.94803
10569.000,82.000000,220.72372
10569.000,83.000000,284.66833
10569.000,84.000000,182.07048
10569.000,85.000000,150.92189
10569.000,86.000000,159.71199
10569.000,87.000000,152.88140
10569.000,88.000000,161.89870
10569.000,89.000000,148.55270
10569.000,90.000000,142.03602
10569.000,91.000000,146.60747
10570.000,81.000000,532.94536
10570.000,82.000000,401.47382
10570.000,83.000000,373.90866
10570.000,84.000000,666.02682
10570.000,85.000000,922.12222
10570.000,86.000000,766.82053
10570.000,87.000000,539.03386
10570.000,88.000000,561.47264
10570.000,89.000000,646.11166
10570.000,90.000000,728.23782
10570.000,91.000000,641.64356
10571.000,81.000000,481.79385
10571.000,82.000000,405.50605
10571.000,83.000000,359.64410
10571.000,84.000000,548.94437
10571.000,85.000000,520.88108
10571.000,86.000000,486.54009
10571.000,87.000000,468.23879
10571.000,88.000000,673.58569
10571.000,89.000000,580.05431
10571.000,90.000000,624.91737
10571.000,91.000000,676.71905
10572.000,81.000000,218.28828
10572.000,82.000000,190.07376
10572.000,83.000000,164.41918
10572.000,84.000000,176.12714
10572.000,85.000000,134.22345
10572.000,86.000000,215.53687
10572.000,87.000000,228.72942
10572.000,88.000000,248.61211
10572.000,89.000000,244.37492
10572.000,90.000000,281.80959
10572.000,91.000000,194.03691
10573.000,81.000000,156.92966
10573.000,82.000000,98.613967
10573.000,83.000000,86.768488
10573.000,84.000000,91.270456
10573.000,85.000000,73.144826
10573.000,86.000000,67.349033
10573.000,87.000000,63.388450
10573.000,88.000000,62.473285
10573.000,89.000000,69.338278
10573.000,90.000000,72.202550
10573.000,91.000000,66.277969
10574.000,81.000000,57.704907
10574.000,82.000000,50.289061
10574.000,83.000000,44.770913
10574.000,84.000000,52.006966
10574.000,85.000000,47.298666
10574.000,86.000000,36.632712
10574.000,87.000000,32.700343
10574.000,88.000000,36.893378
10574.000,89.000000,40.535483
10574.000,90.000000,29.431141
10574.000,91.000000,31.647858
10575.000,81.000000,164.16873
10575.000,82.000000,197.60961
10575.000,83.000000,258.82310
10575.000,84.000000,237.20304
10575.000,85.000000,280.47752
10575.000,86.000000,270.10119
10575.000,87.000000,272.93788
10575.000,88.000000,145.23756
10576.000,81.000000,233.28580
10576.000,82.000000,212.33789
10576.000,83.000000,220.27372
10576.000,84.000000,252.99771
10576.000,85.000000,224.36891
10576.000,86.000000,236.81818
10576.000,87.000000,237.15186
10576.000,88.000000,246.14410
10576.000,89.000000,256.38443
10576.000,90.000000,252.59097
10576.000,91.000000,328.41918
10577.000,81.000000,293.31130
10577.000,82.000000,274.13903
10577.000,83.000000,286.55456
10577.000,84.000000,205.90196
10577.000,85.000000,218.93989
10577.000,86.000000,194.39070
10577.000,87.000000,187.16452
10577.000,88.000000,155.01366
10577.000,89.000000,125.63371
10577.000,90.000000,128.39378
10577.000,91.000000,113.73945
10578.000,81.000000,59.254704
10578.000,82.000000,40.125172
10578.000,83.000000,30.488263
10578.000,84.000000,30.290923
10578.000,85.000000,45.895140
10578.000,86.000000,31.113906
10578.000,87.000000,36.831005
10578.000,88.000000,40.140157
